0,AFC Ajax
1,Tottenham Hotspur FC
2,Club Atlético de Madrid
3,Southampton FC
4,São Paulo FC
5,Paris Saint-Germain FC
6,Club Atlético Nacional SA
7,Tottenham Hotspur FC Under 19
8,Norwich City FC
9,Sporting Clube de Portugal
10,Manchester City FC
11,Barnsley FC
12,Burnley FC
13,Milton Keynes Dons FC
14,Toulouse FC
15,Newcastle United FC
16,Olympique Lyonnais
17,Hamburger SV II
18,Hamburger SV
19,Bayer 04 Leverkusen
20,Swansea City AFC
